id,lastpage,startdate,datestamp,randnumber,case1a1,case1a2,case1a3,case1a4,case1a5,case1a6,case1a7,case1a8,case1a9,case1b1,case1b2,case1b3,case1b4,case1b5,case1b6,case1b7,case1b8,case1b9,case1c1,case1c2,case1c3,case1c4,case1c5,case1c6,case1c7,case1c8,case1c9,case1d1,case1d2,case1d3,case1d4,case1d5,case1d6,case1d7,case1d8,case1d9,kontrolle1,kontrolle2b,wuerde,mitbewohner,wohnraum,alter,geschlecht,einkommen,bildung,bundesland,politik
349,3,2026-03-27 11:37:42,2026-03-27 11:38:17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,7,2026-03-27 11:42:06,2026-03-27 11:42:15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,13,2026-03-27 11:43:33,2026-03-27 11:48:51,2,,,,,,,,,,-30.0,-20.0,-10.0,-5.0,0.0,10.0,20.0,30.0,40.0,,,,,,,,,,,,,,,,,,,7.0,1.0,10.0,2.0,120.0,68.0,3.0,2200.0,7.0,13.0,3.0
352,13,2026-03-27 11:43:36,2026-03-27 11:47:16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,-7.0,-7.0,-3.0,0.0,0.0,-1.0,-20.0,-50.0,7.0,1.0,42.0,2.0,50.0,26.0,1.0,4000.0,7.0,1.0,1.0
353,4,2026-03-27 11:43:53,2026-03-27 11:44:28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,13,2026-03-27 11:45:59,2026-03-27 11:50:20,1,-10000000.0,-1000000.0,-10000.0,-1000.0,0.0,1000.0,10000.0,1000000.0,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,60.0,3.0,140.0,23.0,3.0,1150.0,4.0,9.0,4.0
355,13,2026-03-27 11:45:59,2026-03-27 11:51:01,3,,,,,,,,,,,,,,,,,,,-100.0,-75.0,-50.0,-20.0,0.0,25.0,50.0,75.0,100.0,,,,,,,,,,7.0,1.0,30.0,2.0,78.0,65.0,3.0,2500.0,6.0,10.0,3.0
356,2,2026-03-27 11:45:59,2026-03-27 11:45:59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,13,2026-03-27 11:46:05,2026-03-27 11:48:36,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,15.0,50.0,70.0,90.0,80.0,70.0,30.0,60.0,7.0,1.0,20.0,3.0,140.0,42.0,3.0,6000.0,7.0,2.0,6.0
358,13,2026-03-27 11:46:58,2026-03-27 12:01:11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.0,50.0,75.0,100.0,120.0,140.0,170.0,200.0,7.0,1.0,10.0,3.0,150.0,45.0,3.0,2500.0,5.0,2.0,4.0
359,13,2026-03-27 11:48:05,2026-03-27 11:50:47,1,80.0,60.0,40.0,20.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,70.0,63.0,3.0,2000.0,7.0,1.0,7.0
360,7,2026-03-27 11:50:57,2026-03-27 11:55:17,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,13,2026-03-27 11:51:23,2026-03-27 11:55:30,1,0.0,0.0,0.0,3.0,10.0,12.0,15.0,20.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,160.0,44.0,1.0,3800.0,5.0,7.0,5.0
362,7,2026-03-27 11:51:43,2026-03-27 11:51:51,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,13,2026-03-27 11:51:44,2026-03-27 11:54:28,1,0.0,20.0,40.0,60.0,80.0,100.0,120.0,140.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,1.0,45.0,31.0,3.0,3000.0,5.0,2.0,3.0
364,3,2026-03-27 11:53:52,2026-03-27 11:54:30,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,13,2026-03-27 11:53:57,2026-03-27 12:05:37,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,-4.0,-3.0,1.0,3.0,4.0,5.0,6.0,7.0,7.0,1.0,55.0,3.0,180.0,58.0,1.0,2600.0,5.0,9.0,3.0
366,13,2026-03-27 11:55:16,2026-03-27 11:58:53,1,80.0,60.0,40.0,20.0,0.0,-20.0,-40.0,-60.0,-80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,90.0,4.0,80.0,38.0,1.0,1300.0,4.0,10.0,4.0
367,13,2026-03-27 11:55:26,2026-03-27 12:24:10,3,,,,,,,,,,,,,,,,,,,1.0,0.0,2.0,4.0,0.0,6.0,5.0,7.0,8.0,,,,,,,,,,7.0,1.0,36.0,1.0,36.0,61.0,3.0,2200.0,5.0,3.0,4.0
368,2,2026-03-27 11:59:43,2026-03-27 11:59:43,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,13,2026-03-27 12:00:17,2026-03-27 12:04:50,2,,,,,,,,,,10.0,8.0,5.0,3.0,0.0,2.0,4.0,6.0,8.0,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,68.0,58.0,1.0,2700.0,5.0,2.0,4.0
370,13,2026-03-27 12:00:56,2026-03-27 12:06:17,1,10.0,0.0,40.0,80.0,100.0,120.0,150.0,200.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,3.0,107.0,28.0,1.0,1300.0,3.0,10.0,4.0
371,13,2026-03-27 12:03:29,2026-03-27 12:05:43,3,,,,,,,,,,,,,,,,,,,0.0,20.0,40.0,60.0,80.0,100.0,100.0,100.0,100.0,,,,,,,,,,7.0,1.0,50.0,1.0,27.0,47.0,3.0,2470.0,8.0,15.0,4.0
372,13,2026-03-27 12:07:38,2026-03-27 13:26:30,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-100.0,-80.0,-50.0,0.0,30.0,40.0,75.0,0.0,100.0,7.0,1.0,40.0,3.0,115.0,71.0,3.0,3600.0,7.0,3.0,4.0
373,4,2026-03-27 12:07:59,2026-03-27 12:08:15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,13,2026-03-27 12:14:50,2026-03-27 12:29:56,3,,,,,,,,,,,,,,,,,,,-4.0,-3.0,-2.0,-1.0,0.0,1.0,2.0,3.0,4.0,,,,,,,,,,7.0,1.0,50.0,2.0,130.0,57.0,1.0,1700.0,5.0,4.0,3.0
375,10,2026-03-27 12:15:09,2026-03-27 12:26:47,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,5.0,5.0,5.0,0.0,1.0,2.0,5.0,4.0,7.0,0.0,,,,,,,,,
376,13,2026-03-27 12:16:00,2026-03-27 12:39:42,1,-100.0,-80.0,-60.0,-10.0,0.0,10.0,15.0,30.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,35.0,1.0,43.0,29.0,2.0,2000.0,7.0,3.0,3.0
377,13,2026-03-27 12:18:57,2026-03-27 12:21:26,2,,,,,,,,,,0.0,20.0,40.0,60.0,100.0,120.0,140.0,160.0,180.0,,,,,,,,,,,,,,,,,,,7.0,1.0,20.0,2.0,80.0,36.0,3.0,1850.0,5.0,1.0,4.0
378,5,2026-03-27 12:19:46,2026-03-27 12:19:55,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2,2026-03-27 12:19:52,2026-03-27 12:19:52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,13,2026-03-27 12:21:37,2026-03-27 12:27:02,3,,,,,,,,,,,,,,,,,,,-10.0,-5.0,-4.0,-3.0,0.0,2.0,5.0,8.0,10.0,,,,,,,,,,7.0,1.0,75.0,1.0,125.0,62.0,1.0,2500.0,5.0,15.0,4.0
381,13,2026-03-27 12:24:30,2026-03-27 12:30:24,1,10.0,9.0,8.0,6.0,0.0,1.0,2.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,2.0,110.0,66.0,3.0,2600.0,2.0,9.0,4.0
382,13,2026-03-27 12:25:55,2026-03-27 12:28:02,2,,,,,,,,,,-100.0,-75.0,-50.0,-25.0,0.0,0.0,0.0,20.0,40.0,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,2.0,90.0,34.0,3.0,4000.0,7.0,10.0,6.0
383,3,2026-03-27 12:28:47,2026-03-27 12:28:56,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,13,2026-03-27 12:29:15,2026-03-27 12:36:35,3,,,,,,,,,,,,,,,,,,,0.0,10.0,50.0,70.0,95.0,50.0,50.0,50.0,20.0,,,,,,,,,,7.0,1.0,45.0,2.0,45.0,38.0,1.0,3000.0,5.0,10.0,3.0
385,3,2026-03-27 12:30:21,2026-03-27 12:30:45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,10,2026-03-27 12:31:38,2026-03-27 12:36:56,1,80.0,20.0,40.0,20.0,100.0,100.0,120.0,140.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,,,,,,,,,
387,13,2026-03-27 12:33:31,2026-03-27 12:36:06,3,,,,,,,,,,,,,,,,,,,-100.0,-75.0,-60.0,-10.0,0.0,25.0,75.0,200.0,500.0,,,,,,,,,,7.0,1.0,40.0,3.0,90.0,47.0,3.0,7650.0,8.0,1.0,5.0
388,13,2026-03-27 12:35:36,2026-03-27 12:41:42,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0,8.0,10.0,10.0,10.0,10.0,10.0,7.0,1.0,40.0,4.0,120.0,34.0,1.0,1300.0,3.0,11.0,4.0
389,13,2026-03-27 12:36:40,2026-03-27 12:39:27,1,0.0,-60.0,-50.0,-40.0,0.0,20.0,120.0,140.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,3.0,146.0,35.0,1.0,2500.0,6.0,1.0,4.0
390,3,2026-03-27 12:37:59,2026-03-27 12:38:16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,13,2026-03-27 12:40:48,2026-03-27 12:43:25,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,3.0,5.0,6.0,7.0,8.0,6.0,5.0,5.0,7.0,1.0,60.0,2.0,70.0,27.0,3.0,2600.0,7.0,10.0,5.0
392,6,2026-03-27 12:43:20,2026-03-27 12:43:41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,13,2026-03-27 12:47:35,2026-03-27 12:52:18,3,,,,,,,,,,,,,,,,,,,100.0,100.0,100.0,30.0,5.0,30.0,15.0,20.0,5.0,,,,,,,,,,7.0,1.0,50.0,1.0,35.0,36.0,3.0,1290.0,3.0,3.0,5.0
394,13,2026-03-27 12:49:28,2026-03-27 13:30:05,3,,,,,,,,,,,,,,,,,,,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,7.0,1.0,50.0,2.0,142.0,38.0,3.0,3550.0,11.0,7.0,1.0
395,13,2026-03-27 12:50:27,2026-03-27 12:55:01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,4.0,7.0,1.0,30.0,4.0,140.0,48.0,1.0,560.0,2.0,1.0,4.0
396,13,2026-03-27 12:50:57,2026-03-27 12:58:34,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,30.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,60.0,2.0,120.0,70.0,1.0,3000.0,5.0,9.0,5.0
397,7,2026-03-27 12:51:36,2026-03-27 12:51:56,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,13,2026-03-27 12:52:57,2026-03-27 12:58:53,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,20.0,40.0,60.0,80.0,100.0,120.0,140.0,160.0,7.0,1.0,50.0,1.0,63.0,59.0,1.0,1800.0,4.0,10.0,4.0
399,3,2026-03-27 12:55:44,2026-03-27 12:55:56,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,13,2026-03-27 13:05:05,2026-03-27 13:07:51,1,0.0,20.0,40.0,60.0,80.0,100.0,120.0,140.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,60.0,4.0,95.0,39.0,3.0,2500.0,5.0,2.0,4.0
401,10,2026-03-27 13:08:38,2026-03-27 13:15:53,2,,,,,,,,,,10.0,10.0,85.0,5.0,0.0,5.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,
402,10,2026-03-27 13:09:03,2026-03-27 13:11:37,2,,,,,,,,,,23.0,3.0,5.0,7.0,10.0,2.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,
403,3,2026-03-27 13:10:58,2026-03-27 13:11:03,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,3,2026-03-27 13:11:01,2026-03-27 13:11:06,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,5,2026-03-27 13:19:48,2026-03-27 13:19:56,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,13,2026-03-27 13:21:06,2026-03-27 13:27:01,3,,,,,,,,,,,,,,,,,,,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,7.0,1.0,55.0,1.0,55.0,53.0,3.0,1400.0,8.0,2.0,4.0
407,8,2026-03-27 13:21:50,2026-03-27 13:59:30,1,0.0,60.0,40.0,60.0,80.0,100.0,120.0,140.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,13,2026-03-27 13:25:53,2026-03-27 13:44:49,3,,,,,,,,,,,,,,,,,,,-5.0,-4.0,-4.0,-3.0,0.0,0.0,1.0,0.0,1.0,,,,,,,,,,7.0,1.0,30.0,2.0,15.0,24.0,1.0,1300.0,3.0,16.0,6.0
409,6,2026-03-27 13:25:53,2026-03-27 13:26:54,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,7,2026-03-27 13:26:40,2026-03-27 13:27:15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,13,2026-03-27 13:27:21,2026-03-27 13:31:48,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,50.0,80.0,100.0,120.0,150.0,175.0,200.0,7.0,1.0,50.0,2.0,85.0,70.0,3.0,1900.0,5.0,10.0,4.0
412,3,2026-03-27 13:27:38,2026-03-27 13:27:59,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,3,2026-03-27 13:31:12,2026-03-27 13:31:40,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,12,2026-03-27 13:34:42,2026-03-27 13:39:35,1,0.0,20.0,40.0,60.0,100.0,100.0,120.0,140.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,3.0,97.0,49.0,1.0,0.0,3.0,10.0,5.0
415,10,2026-03-27 13:35:44,2026-03-27 13:37:00,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,70.0,70.0,70.0,70.0,70.0,0.0,7.0,0.0,,,,,,,,,
416,2,2026-03-27 13:36:01,2026-03-27 13:36:01,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,2,2026-03-27 13:36:08,2026-03-27 13:36:08,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,2,2026-03-27 13:36:17,2026-03-27 13:36:17,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419,10,2026-03-27 13:36:17,2026-03-27 13:41:28,1,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,
420,10,2026-03-27 13:36:19,2026-03-27 13:39:32,2,,,,,,,,,,-5.0,-3.0,-2.0,-1.0,5.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,
421,13,2026-03-27 13:45:11,2026-03-27 13:49:29,1,80.0,60.0,40.0,20.0,0.0,120.0,140.0,160.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,45.0,1.0,75.0,51.0,1.0,755.0,3.0,7.0,4.0
422,13,2026-03-27 13:49:07,2026-03-27 13:57:09,2,,,,,,,,,,-100.0,80.0,-60.0,-40.0,0.0,10.0,20.0,40.0,60.0,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,2.0,90.0,46.0,1.0,2600.0,5.0,15.0,2.0
423,3,2026-03-27 13:49:59,2026-03-27 13:52:35,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,6,2026-03-27 13:54:41,2026-03-27 13:55:04,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,7,2026-03-27 13:55:24,2026-03-27 13:55:47,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,13,2026-03-27 13:55:28,2026-03-27 13:58:48,1,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,165.0,58.0,3.0,4100.0,7.0,2.0,5.0
427,13,2026-03-27 13:56:23,2026-03-27 16:49:56,2,,,,,,,,,,0.0,0.0,0.0,50.0,100.0,60.0,40.0,20.0,0.0,,,,,,,,,,,,,,,,,,,7.0,1.0,60.0,3.0,125.0,58.0,3.0,2000.0,6.0,10.0,4.0
428,13,2026-03-27 13:57:25,2026-03-27 14:01:39,2,,,,,,,,,,-100.0,-80.0,-20.0,-10.0,0.0,0.0,0.0,-5.0,-10.0,,,,,,,,,,,,,,,,,,,7.0,1.0,30.0,4.0,310.0,30.0,1.0,0.0,4.0,11.0,3.0
429,13,2026-03-27 14:01:57,2026-03-27 14:09:28,1,-80.0,-60.0,-40.0,-10.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,2.0,75.0,66.0,3.0,1250.0,5.0,1.0,5.0
430,13,2026-03-27 14:02:59,2026-03-27 14:08:47,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.0,-5.0,-5.0,-4.0,0.0,2.0,5.0,-5.0,-1.0,7.0,1.0,70.0,1.0,88.0,43.0,3.0,2800.0,5.0,14.0,4.0
431,13,2026-03-27 14:03:32,2026-03-27 14:07:08,1,-100.0,-90.0,-70.0,-50.0,0.0,120.0,140.0,150.0,170.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,45.0,1.0,49.0,48.0,1.0,2500.0,5.0,3.0,3.0
432,7,2026-03-27 14:19:12,2026-03-27 14:19:32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,13,2026-03-27 14:23:21,2026-03-27 14:33:45,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,-10.0,-10.0,-5.0,-1.0,-2.0,-4.0,-10.0,-8.0,7.0,1.0,100.0,4.0,140.0,53.0,1.0,0.0,5.0,10.0,4.0
434,7,2026-03-27 14:24:00,2026-03-27 14:26:27,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,6,2026-03-27 14:30:19,2026-03-27 14:31:02,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,13,2026-03-27 14:30:49,2026-03-27 14:39:51,2,,,,,,,,,,-10.0,-10.0,-8.0,-4.0,0.0,0.0,8.0,9.0,-10.0,,,,,,,,,,,,,,,,,,,7.0,1.0,60.0,2.0,110.0,62.0,1.0,1250.0,5.0,10.0,3.0
437,2,2026-03-27 14:31:48,2026-03-27 14:31:48,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,6,2026-03-27 14:42:53,2026-03-27 14:43:09,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,8,2026-03-27 14:46:07,2026-03-27 14:50:50,1,-100.0,-75.0,-50.0,-25.0,0.0,125.0,150.0,175.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,13,2026-03-27 14:59:48,2026-03-27 15:04:20,3,,,,,,,,,,,,,,,,,,,80.0,80.0,80.0,60.0,80.0,80.0,80.0,90.0,90.0,,,,,,,,,,7.0,1.0,40.0,1.0,45.0,50.0,1.0,1000.0,5.0,13.0,3.0
441,6,2026-03-27 15:00:34,2026-03-27 15:03:41,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442,6,2026-03-27 15:04:20,2026-03-27 15:04:39,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,13,2026-03-27 15:07:56,2026-03-27 15:16:48,2,,,,,,,,,,-10.0,-9.0,-8.0,-3.0,0.0,6.0,14.0,16.0,18.0,,,,,,,,,,,,,,,,,,,7.0,1.0,40.0,2.0,120.0,60.0,3.0,4900.0,8.0,9.0,4.0
444,13,2026-03-27 15:16:47,2026-03-27 15:24:21,3,,,,,,,,,,,,,,,,,,,50.0,60.0,40.0,20.0,100.0,120.0,140.0,60.0,80.0,,,,,,,,,,7.0,1.0,30.0,2.0,120.0,69.0,1.0,0.0,4.0,1.0,3.0
445,2,2026-03-27 15:17:59,2026-03-27 15:17:59,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,13,2026-03-27 15:22:50,2026-03-27 15:28:26,3,,,,,,,,,,,,,,,,,,,-8.0,-6.0,-4.0,-2.0,0.0,2.0,4.0,6.0,8.0,,,,,,,,,,7.0,1.0,50.0,1.0,71.0,45.0,3.0,3200.0,8.0,1.0,5.0
447,13,2026-03-27 15:26:30,2026-03-27 15:30:12,1,-80.0,-20.0,-5.0,-1.0,0.0,1.0,5.0,10.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,65.0,4.0,80.0,21.0,3.0,350.0,4.0,10.0,4.0
448,13,2026-03-27 15:40:09,2026-03-27 15:47:58,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,-8.0,-7.0,-6.0,4.0,8.0,10.0,12.0,20.0,7.0,1.0,50.0,2.0,59.0,70.0,3.0,1150.0,3.0,16.0,3.0
449,10,2026-03-27 15:48:40,2026-03-27 15:52:11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.0,-7.0,-4.0,-1.0,0.0,2.0,5.0,10.0,8.0,7.0,0.0,,,,,,,,,
450,2,2026-03-27 15:48:55,2026-03-27 15:48:55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,2,2026-03-27 15:49:33,2026-03-27 15:49:33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,10,2026-03-27 15:49:33,2026-03-27 15:52:15,2,,,,,,,,,,20.0,100.0,120.0,140.0,160.0,180.0,200.0,220.0,240.0,,,,,,,,,,,,,,,,,,,5.0,0.0,,,,,,,,,
453,13,2026-03-27 15:52:42,2026-03-27 15:57:41,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.0,-2.0,-1.0,0.0,0.0,2.0,4.0,6.0,10.0,7.0,1.0,40.0,5.0,200.0,55.0,3.0,3900.0,8.0,4.0,3.0
454,13,2026-03-27 15:54:06,2026-03-27 15:58:03,1,-9999999999999.0,-999999999999.0,-500.0,-400.0,0.0,100.0,110.0,120.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0,50.0,1.0,78.0,29.0,3.0,3000.0,6.0,16.0,4.0
455,7,2026-03-27 16:00:09,2026-03-27 16:00:19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,6,2026-03-27 16:00:22,2026-03-27 16:00:42,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,13,2026-03-27 16:14:18,2026-03-27 16:19:09,2,,,,,,,,,,-10.0,-8.0,-6.0,-2.0,0.0,2.0,5.0,8.0,10.0,,,,,,,,,,,,,,,,,,,7.0,1.0,55.0,1.0,50.0,35.0,1.0,2200.0,8.0,13.0,4.0
458,7,2026-03-27 16:15:19,2026-03-27 16:15:44,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,3,2026-03-27 16:16:25,2026-03-27 16:16:43,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,13,2026-03-27 16:19:29,2026-03-27 16:22:12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,60.0,40.0,30.0,80.0,20.0,30.0,50.0,80.0,7.0,1.0,90.0,3.0,120.0,34.0,1.0,1500.0,3.0,9.0,4.0
461,10,2026-03-27 16:23:09,2026-03-27 16:26:53,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,25.0,50.0,75.0,100.0,120.0,150.0,180.0,200.0,5.0,1.0,,,,,,,,,
462,10,2026-03-27 16:32:55,2026-03-27 16:36:31,2,,,,,,,,,,80.0,80.0,80.0,80.0,80.0,100.0,120.0,140.0,160.0,,,,,,,,,,,,,,,,,,,7.0,0.0,,,,,,,,,
463,2,2026-03-27 16:35:28,2026-03-27 16:35:28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,10,2026-03-27 16:45:11,2026-03-27 16:46:03,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,40.0,40.0,40.0,40.0,30.0,20.0,30.0,40.0,7.0,0.0,,,,,,,,,
465,3,2026-03-27 16:47:11,2026-03-27 16:47:20,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,13,2026-03-27 16:51:09,2026-03-27 16:56:02,2,,,,,,,,,,-1.0,-1.0,-1.0,0.0,1.0,2.0,3.0,4.0,5.0,,,,,,,,,,,,,,,,,,,7.0,1.0,20.0,2.0,60.0,63.0,3.0,2000.0,5.0,4.0,4.0
467,7,2026-03-27 16:54:43,2026-03-27 16:54:52,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,10,2026-03-27 16:56:17,2026-03-27 16:57:54,1,-80.0,-60.0,-40.0,-20.0,0.0,20.0,40.0,60.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,
